pharmacyID,medicineID,quantity,discount
7472,22994,3125,30
7472,9709,9663,0
7472,5012,8890,20
7472,52649,8853,0
7472,14453,3562,20
7472,15292,4972,10
7472,2885,7417,10
7472,13942,8345,10
7472,10653,8684,30
7472,19375,6812,0
7472,11465,9810,30
7472,38914,8898,30
7472,11452,8320,0
7472,18604,9846,30
7472,25333,7893,0
7472,43805,4763,30
7472,4145,904,30
7472,32364,1525,20
7472,29575,9866,0
7472,18477,6267,30
7472,4476,3847,30
7472,28978,999,20
7472,27140,1323,30
7472,14418,3366,10
7472,22471,7695,20
7472,16835,1530,10
7472,18407,2467,0
7472,2889,9919,10
7472,41232,9015,20
7472,4214,5675,0
7472,13399,9597,20
7472,25508,5180,20
7472,27310,7326,20
7472,8446,9923,0
7472,44373,4488,20
7472,49333,3846,20
7472,9490,1617,0
7472,35404,6935,20
7472,27373,8068,30
7472,47435,9326,0
7472,50026,1595,10
7472,32120,3927,20
7472,16492,5726,0
7472,41398,6282,0
7472,46193,2547,30
7472,12653,4596,10
7472,17175,4765,0
7472,14404,3495,0
7472,41328,9721,0
7472,18518,9108,30
7472,11882,2628,0
7472,38115,7520,10
7472,28324,1995,30
7472,26248,8852,10
7472,51863,7325,10
7472,48523,531,20
7472,39298,4526,30
7472,21621,714,30
7472,21421,7016,0
7472,44750,9813,30
7472,52096,8327,10
7472,9907,430,10
7472,36793,6541,10
7472,17876,5499,20
7472,15722,7417,0
7472,4907,3379,30
7472,10343,6483,30
7472,19084,1192,20
7472,12274,8844,0
7472,26689,460,20
7472,48062,5083,0
7472,52579,5428,10
7472,2684,3179,10
7472,35132,4660,20
7472,37700,3775,30
7472,15928,865,20
7472,6940,2887,20
7472,35976,4634,30
7472,37470,3227,20
7472,22356,2507,10
7472,15316,7576,20
7472,506,1635,30
7472,22200,9644,10
7472,51054,3880,0
7472,37893,6701,0
7472,6682,9172,20
7472,49146,9204,20
7472,36383,2504,20
7472,36808,4119,20
7472,28288,3434,0
7472,46115,7747,30
7472,10183,4068,20
7472,32283,5828,0
7472,47829,8849,30
7472,33273,9688,30
7472,48829,4631,20
7472,48315,6396,10
7472,10433,2015,10
7472,39854,5167,10
7472,17328,983,10
7472,24532,5808,0
7472,44717,9259,20
7472,31767,9564,0
7472,44491,8762,10
7472,37205,4400,20
7472,19016,7338,30
7472,48046,7175,0
7472,7020,6950,30
7472,51732,7798,10
7472,33631,9253,30
7472,26744,2428,0
7472,18759,2175,0
7472,13361,5136,10
7472,2782,4103,10
7472,694,2452,0
7472,49918,5207,20
7472,22033,6452,10
7472,43853,2572,30
7472,25303,8735,20
7472,22935,547,10
7472,50080,4061,0
7472,40462,8897,20
7472,40719,9307,0
7472,35788,7941,0
7472,12696,5460,10
7472,18164,7289,0
7472,7741,5755,10
7472,45595,9954,20
7472,27999,4970,10
7472,42639,1579,20
7472,50659,2404,0
7472,28943,9308,30
7472,23004,6832,10
7472,15876,9438,20
7472,47183,8987,10
7472,17316,5893,20
7472,6006,8501,30
7472,1588,2808,30
7472,29482,2222,0
7472,6749,5719,0
7472,45421,102,30
7472,53199,7394,30
7472,17151,2049,20
7472,43448,8995,0
7472,36287,3389,10
7472,17718,1592,20
7472,22862,3633,0
7472,24365,7809,20
7472,5667,805,20
7472,10680,6690,20
7472,6353,5732,10
7472,49686,532,30
7472,36370,6008,20
7472,38491,5876,20
7472,21012,5708,30
7472,38373,9859,20
7472,8869,6076,0
7472,3255,5831,20
7472,9033,830,0
7472,5969,2746,30
7472,18619,7463,20
7472,25852,7425,10
7472,53192,2683,20
7472,35637,6108,10
7472,48051,8010,30
7472,19091,8578,20
7472,27076,8005,30
7472,41332,6255,10
7472,5765,1199,0
7472,26067,9499,10
7472,53006,9247,10
7472,38330,288,20
7472,50117,3188,0
7472,33111,6306,30
7472,18766,3975,10
7472,35032,17,30
7472,47835,9912,10
7472,11303,6840,10
7472,28105,7628,30
7472,52145,9923,30
7472,1997,4412,20
7472,19975,8920,0
7472,19786,4411,20
7472,6998,5353,10
7472,43765,962,0
7472,25864,5060,20
7472,37573,4078,20
7472,25297,1898,30
7472,11081,1804,20
7472,39680,6355,0
7472,21075,3268,0
7472,28268,6747,0
7472,34626,4862,10
7472,43054,6196,10
7472,16467,4423,0
7472,44963,8292,20
7472,25782,8566,30
7472,25058,2120,0
7472,3151,7813,20
7472,39333,8595,0
7472,22942,4338,20
7472,24862,6558,10
7472,10907,3630,0
7472,10858,8114,20
7472,30310,1561,10
7472,2442,7454,0
7472,37685,5092,20
7472,8294,5104,30
7472,28774,8518,10
7472,29471,3135,30
7472,27350,5591,0
7472,53265,3844,20
7472,6950,1351,0
7472,30036,5981,10
7472,16952,5030,30
7472,685,8866,30
7472,41651,1779,20
7472,29007,1928,30
7472,36034,8392,30
7472,36554,8872,20
7472,2311,2395,0
7472,2596,9777,30
7472,28210,5451,0
7472,44178,7779,10
7472,3546,3226,30
7472,31948,5603,30
7472,28544,9665,30
7472,6262,7059,30
7472,22394,7575,0
7472,38272,6199,20
7472,22511,3049,20
7472,36748,9926,10
7472,38386,2938,0
7472,39902,523,20
7472,19605,2094,30
7472,1821,7794,0
7472,21811,5320,30
7472,37129,8908,30
7472,7180,1781,30
7472,7968,5014,10
7472,37200,3139,10
7472,38948,9805,0
7472,433,7599,10
7472,10139,4451,30
7472,23336,388,30
7472,16409,2712,30
7472,33446,2828,30
7472,23952,1165,0
7472,45258,191,30
7472,42468,6068,0
7472,3337,1313,20
7472,30965,566,20
7472,26304,7219,30
7472,40089,9200,10
7472,47730,4178,0
7472,8651,1169,10
7472,30792,7865,10
7472,5892,1,0
7472,27838,6642,0
7472,14324,4654,30
7472,39311,2123,0
7472,33092,8174,0
7472,4577,7704,20
7472,1620,5907,0
7472,24015,4036,0
7472,8627,6756,10
7472,30353,4239,0
7472,26158,1332,0
7472,51667,2502,0
7472,44503,9669,20
7472,7737,7916,30
7472,3663,8120,20
7472,47773,626,30
7472,43263,1649,30
7472,4673,8958,0
7472,43068,6226,10
7472,49765,7134,0
7472,49730,8891,30
7472,302,4114,20
7472,32306,9553,10
7472,9754,484,0
7472,51242,5092,20
7472,15773,5173,20
7472,14345,5708,20
7472,3588,6899,0
7472,49216,167,20
7472,25615,9250,30
7472,49193,2508,30
7472,18581,7299,0
7472,31672,1116,10
7472,22325,8924,0
7472,36713,2802,10
7472,24721,1773,10
7472,25549,8245,0
7472,9359,7421,10
7472,5778,9304,30
7472,39486,8134,30
7472,11449,9555,30
7472,44661,5409,10
7472,27783,9772,20
7472,50767,2618,10
7472,8856,4667,0
7472,42866,8986,20
7472,12814,2765,0
7472,44490,9250,10
7472,3794,3574,10
7472,1329,6352,0
7472,17770,3487,20
7472,46875,336,30
7472,51257,8715,0
7472,36472,542,0
7472,26227,3814,10
7472,35246,4889,30
7472,1709,9175,20
7472,11059,5390,10
7472,50752,5171,30
7472,50691,7862,20
7472,21567,1714,0
7472,11132,9274,0
7472,12969,7258,10
7472,48842,2235,20
7472,33149,8594,20
7472,39262,7574,10
7472,13897,2721,0
7472,6267,6888,20
7472,1640,4868,30
7472,52663,6495,20
7472,51666,5742,10
7472,11766,7744,0
7472,19059,7657,20
7472,16093,2627,0
7472,52392,7731,0
7472,30500,5878,20
7472,14875,6855,10
7472,44892,9627,30
7472,52716,8112,20
7472,27601,4021,10
7472,33153,1744,20
7472,7618,6358,20
7472,34165,6120,30
7472,29808,746,30
7472,18145,8586,30
7472,20347,6576,10
7472,41955,7438,20
7472,44237,5899,0
7472,46432,9979,0
7472,20747,7339,10
7472,608,9684,10
7472,36011,9726,10
7472,2859,7978,10
7472,44530,6512,0
7472,32050,9192,10
7472,26664,7075,20
7472,3649,4074,10
7472,17219,6192,20
7472,31522,4612,30
7472,5343,3674,30
7472,30121,3634,0
7472,36401,3408,10
7472,43477,6919,0
7472,41201,3772,20
7472,44531,2192,10
7472,5057,2733,0
7472,18613,5900,0
7472,12588,1829,20
7472,4493,7316,10
7472,12220,8527,0
7472,14597,3354,10
7472,30458,3467,30
7472,37391,37,30
7472,41308,8647,30
7472,49883,2502,20
7472,18085,1586,0
7472,10014,6540,0
7472,11932,4738,10
7472,6614,2784,20
7472,41446,7477,20
7472,36740,8680,0
7472,12959,8332,30
7472,28049,7743,10
7472,6163,5977,10
7472,27101,4357,10
7472,5742,7554,20
7472,7189,2041,0
7472,7503,9114,0
7472,23762,4382,20
7472,14173,1359,30
7472,10636,6966,0
7472,49638,4205,10
7472,4884,6169,0
7472,38534,8301,0
7472,47846,810,20
7472,25815,974,10
7472,15024,3508,20
7472,31812,9098,0
7472,51460,3470,30
7472,20817,9164,10
7472,9763,9054,0
7472,14987,7191,20
7472,22686,6118,30
7472,35728,9447,0
7472,52755,6322,20
7472,5136,9733,10
7472,2369,6268,0
7472,9567,1987,10
7472,9500,3121,10
7472,45282,9024,30
7472,19402,7131,20
7472,21402,1068,10
7472,2853,6913,10
7472,34332,4532,0
7472,50012,5440,0
7472,37519,5769,10
7472,36004,4507,0
7472,42636,3003,20
7472,13414,965,10
7472,26597,4277,10
7472,27403,4148,20
7472,43705,3325,30
7472,11138,1338,10
7472,44324,5688,30
7472,40632,1035,30
7472,35826,5721,20
7472,13464,4270,10
7472,31832,4563,30
7472,31858,9041,10
7472,33120,2430,10
7472,9333,3874,0
7472,12064,6180,30
7472,43949,5159,10
7472,48447,7234,0
7472,14210,8990,30
7472,40038,2097,0
7472,34878,4725,10
7472,17476,424,20
7472,27653,6621,20
7472,18499,6329,30
7472,40598,8930,10
7472,51937,4113,0
7472,10660,4384,0
7472,12772,1954,10
7472,40820,5912,20
5246,16260,5053,10
5246,53091,8620,0
5246,43434,5152,10
5246,45215,7721,10
5246,49724,5605,0
5246,45963,995,30
5246,45235,6531,0
5246,6918,863,30
5246,49263,1326,10
5246,17632,9114,0
5246,28070,1160,30
5246,49490,8541,10
5246,39453,8998,10
5246,22535,5383,20
5246,35397,2011,10
5246,26386,4749,0
5246,35135,7131,20
5246,32284,940,30
5246,49705,2403,20
5246,44449,3399,10
5246,49422,1772,0
5246,6527,2971,30
5246,43499,4776,10
5246,15683,8294,20
5246,13154,9996,10
5246,15116,4393,30
5246,13240,7595,30
5246,47271,2421,30
5246,14252,9048,0
5246,15146,7970,0
5246,19698,681,10
5246,15345,2099,0
5246,41390,1925,10
5246,33823,4854,30
5246,7006,9053,30
5246,23512,2075,0
5246,49778,7171,10
5246,452,137,10
5246,47426,1492,0
5246,37941,1746,10
5246,28514,4403,30
5246,41709,720,30
5246,21176,1881,0
5246,23645,7377,0
5246,16070,6882,20
5246,7855,9938,30
5246,12579,8470,0
5246,23145,4175,20
5246,32925,3582,0
5246,12207,3906,0
5246,51038,4351,30
5246,41165,4898,10
5246,12374,1079,30
5246,36069,6235,30
5246,15384,914,20
5246,39947,2685,30
5246,2188,6569,0
5246,26528,6178,10
5246,30706,2992,30
5246,11682,8461,20
5246,16633,435,0
5246,44703,8892,30
5246,50105,9976,20
5246,18759,7073,10
5246,9893,9173,20
5246,8083,3327,20
5246,43001,5389,0
5246,10517,8974,10
5246,25257,5377,10
5246,19522,4902,30
5246,22607,9553,10
5246,25780,1710,30
5246,52902,3187,0
5246,8122,5914,30
5246,11901,2883,20
5246,15941,9578,10
5246,42222,8993,30
5246,37445,9375,30
5246,53324,4735,30
5246,14592,8845,20
5246,40944,7359,0
5246,46369,3133,20
5246,36291,8181,30
5246,46883,3934,10
5246,13215,7228,30
5246,49802,2444,20
5246,15005,1880,0
5246,7784,746,10
5246,10243,1866,0
5246,20127,4547,20
5246,4689,823,30
5246,14721,2557,30
5246,40044,7653,0
5246,14555,2911,0
5246,401,8151,20
5246,27597,2827,10
5246,27076,5016,0
5246,22336,8873,0
5246,13538,2907,30
5246,10427,547,10
5246,42829,5652,10
5246,43913,7328,10
5246,21785,8525,30
5246,19126,5057,10
5246,3849,8101,30
5246,45815,482,20
5246,29143,1903,10
5246,38660,9931,20
5246,1787,7637,10
5246,19425,5484,20
5246,46269,1580,20
5246,14898,6131,10
5246,9065,3515,20
5246,46608,3308,0
5246,14334,6574,10
5246,10897,3502,10
5246,45874,2281,20
5246,5327,1278,0
5246,44164,2168,0
5246,16022,9261,30
5246,36877,8663,10
5246,22848,9299,20
5246,34291,7972,10
5246,33928,7100,0
5246,48435,5114,30
5246,28640,224,30
5246,24940,169,0
5246,4061,6970,30
5246,6197,7306,10
5246,39464,2416,0
5246,22061,1712,10
5246,21563,7634,20
5246,31092,5229,20
5246,32995,5130,0
5246,50027,705,10
5246,4710,3917,0
5246,16664,7704,30
5246,13777,564,0
5246,53142,9760,0
5246,17784,9068,30
5246,24948,5258,10
5246,27160,891,10
5246,31,7410,0
5246,50738,1059,10
5246,5740,4451,30
5246,5914,4147,20
5246,17521,2734,20
5246,2352,5754,20
5246,22114,4169,10
5246,36853,7531,0
5246,43021,8487,30
5246,26617,1089,10
5246,11527,2293,10
5246,52316,4833,30
5246,52685,4789,20
5246,7199,1681,10
5246,22302,3908,0
5246,46771,1705,0
5246,39077,1211,10
5246,17277,7934,20
5246,32744,1341,20
5246,3567,2536,0
5246,4645,2929,20
5246,10127,8446,20
5246,1260,7097,0
5246,29645,4263,30
5246,38126,2224,0
5246,3662,2596,30
5246,15964,2543,30
5246,45500,8307,30
5246,29118,7072,0
5246,34560,4030,0
5246,17450,6240,30
5246,41015,9073,10
5246,37238,562,30
5246,39342,744,20
5246,16688,9085,10
5246,49580,2702,10
5246,29844,7381,20
5246,39040,3947,30
5246,12306,6642,30
5246,20925,8720,30
5246,14237,4828,30
5246,11063,1637,0
5246,39668,7468,0
5246,5884,225,20
5246,50675,8288,30
5246,26685,2661,20
5246,23618,6164,10
5246,46836,8203,30
5246,43208,9121,0
5246,46790,6941,20
5246,16835,9660,10
5246,32304,907,30
5246,44438,6904,10
5246,19046,5825,20
5246,52785,6810,0
5246,13524,44,0
5246,46632,1704,20
5246,38730,8982,30
4269,34991,956,30
4269,30704,7136,20
4269,7545,8859,20
4269,18059,3222,20
4269,4498,6178,0
4269,24733,2308,20
4269,51215,8206,10
4269,21442,5875,0
4269,49164,8125,10
4269,25203,9903,0
4269,12771,4434,20
4269,24436,4837,30
4269,11131,5244,10
4269,11233,4669,10
4269,47266,3708,30
4269,35985,9944,30
4269,30623,9361,20
4269,43542,7853,30
4269,27649,2538,30
4269,37713,8713,30
4269,48881,1692,10
4269,21082,7470,10
4269,4400,8160,20
4269,14277,9858,0
4269,45557,2799,20
4269,40416,7562,20
4269,10958,8267,0
4269,6614,5776,20
4269,7863,6636,30
4269,30641,4287,30
4269,49943,2095,30
4269,47126,5632,30
4269,9776,6398,30
4269,29548,9733,10
4269,15942,9509,30
4269,31346,7958,10
4269,24294,6873,10
4269,40802,2567,20
4269,48476,6202,0
4269,49223,9326,0
4269,46270,9796,10
4269,20573,7327,30
4269,33742,6688,10
4269,211,6675,0
4269,44475,232,0
4269,21048,7875,10
4269,38661,5615,10
4269,31945,6167,20
4269,40448,9815,20
4269,20718,4504,0
4269,50271,6852,10
4269,33425,2153,20
4269,17947,6505,0
4269,25495,5253,30
4269,22205,1793,0
4269,50604,4332,20
4269,17083,9017,20
4269,51914,9007,0
4269,6477,8896,20
4269,6583,2919,20
4269,43892,6091,10
4269,13467,5254,30
4269,24852,5045,10
4269,31579,7738,30
4269,20440,7907,20
4269,1040,9781,0
4269,50448,5031,20
4269,2588,6345,10
4269,485,1793,20
4269,2890,6345,30
4269,10216,2421,10
4269,19696,2939,30
4269,45743,3493,10
4269,32195,1166,10
4269,18433,6989,10
4269,37355,9320,10
4269,34375,4620,0
4269,40859,4193,20
4269,38563,6700,10
4269,8845,521,10
4269,29433,275,20
4269,53188,7671,10
4269,51559,2994,30
4269,16967,6498,10
4269,15240,7266,0
4269,4878,4990,30
4269,24522,9978,30
4269,46157,2500,10
4269,27954,8551,10
4269,51157,8353,30
4269,19639,6498,20
4269,14574,1061,0
4269,30833,3726,30
4269,16016,3041,0
4269,30220,8446,0
4269,27672,6377,30
4269,20105,940,30
4269,6140,2929,10
4269,19444,8603,10
4269,10625,8899,30
4269,41569,607,0
4269,16510,7087,20
4269,24402,2021,0
4269,24552,9848,10
4269,24460,9463,10
4269,52358,8287,10
4269,6581,7934,10
4269,27680,345,30
4269,52727,8666,30
4269,20952,6963,20
4269,21102,5183,20
4269,7634,1695,30
4269,25310,7546,10
4269,28226,8436,20
4269,13894,2091,30
4269,10882,9076,10
4269,46608,7034,30
4269,4981,399,0
4269,5821,3548,20
4269,9008,3814,20
4269,15134,1190,0
4269,46557,4710,0
4269,44085,6063,20
4269,48855,5802,10
4269,40907,7942,20
4269,7951,6156,30
4269,24720,2420,30
4269,40262,9023,20
4269,50092,3977,20
4269,37037,1217,20
4269,53088,6820,10
4269,43558,6045,10
4269,52829,4036,10
4269,16044,9291,20
4269,52278,6405,30
4269,14494,3759,30
4269,50205,7286,20
4269,47656,5929,20
4269,7036,3339,10
4269,7349,9994,30
4269,30957,682,0
4269,16214,4003,20
4269,11809,6117,0
4269,15121,2833,30
4269,32577,9211,30
4269,24862,9377,0
4269,32328,8517,0
4269,8859,4337,30
4269,37631,1448,30
4269,29370,7683,0
4269,36673,5195,10
4269,53340,765,0
4269,9906,9848,20
4269,43167,2589,0
4269,18297,6138,10
4269,50144,1115,20
4269,20823,5030,30
4269,20178,9966,20
4269,15537,1135,30
4269,26301,5570,20
4269,5293,2452,10
4269,46374,2567,30
4269,32001,3483,0
4269,33329,751,0
4269,29967,4113,30
4269,11864,6274,10
4269,32484,520,0
4269,40853,4296,20
4269,40014,1529,10
4269,35218,4661,0
4269,52789,2346,0
4269,48761,6997,10
4269,18567,1637,20
4269,44596,1124,0
4269,14229,9800,10
4269,12829,2334,30
4269,7679,428,20
4269,31854,914,20
4269,22020,5875,10
4269,9052,2290,30
4269,19600,6439,0
4269,40535,5268,10
4269,32897,3690,10
4269,49417,3773,10
4269,25463,1004,20
4269,20406,4263,20
4269,49039,8774,0
4269,14323,2246,20
4269,30468,5036,30
4269,15141,4864,20
4269,4434,1944,20
4269,49901,4404,30
4269,5052,622,30
4269,9579,3511,20
4269,4413,7149,20
4269,11113,5420,20
4269,15291,8338,20
4269,11808,8306,0
4269,22112,6693,10
4269,33888,3712,20
4269,44094,2232,30
4269,41991,4347,10
4269,20580,4542,10
4269,50280,9402,30
4269,19313,8354,20
4269,34602,3367,0
4269,40884,5506,30
4269,37909,1753,30
4269,5079,8965,10
4269,35401,5216,20
4269,39096,3699,0
4269,52493,2548,30
4269,13344,5787,30
4269,6927,8550,0
4269,34454,7453,10
4269,34068,3706,30
4269,45578,2894,0
4269,40881,4825,20
4269,19580,9248,0
4269,11936,4161,0
4269,17755,5869,20
4269,2720,8633,20
4269,20888,6329,30
4269,14415,7247,0
4269,76,5786,0
4269,19583,5003,20
4269,18752,8463,20
4269,47782,5081,0
4269,46484,7422,10
4269,24196,9044,20
4269,417,4887,10
4269,7561,1667,0
4269,9531,5399,30
4269,40240,8915,30
4269,40243,36,20
4269,25701,5867,0
4269,638,2188,20
4269,27402,5324,20
4269,5361,6359,10
4269,32388,1270,0
4269,50529,9363,30
4269,38792,4570,10
4269,22268,2905,10
4269,49996,9925,20
4269,37310,8741,10
4269,47794,1014,10
4269,52624,3881,20
4269,41514,8906,10
4269,23109,6088,30
4269,49622,2335,10
4269,53187,6807,20
4269,7861,2097,0
4269,38212,8430,10
4269,42565,7831,30
4269,12930,9070,30
4269,18743,619,10
4269,39041,8329,0
4269,24012,7240,0
4269,13192,1022,0
4269,21766,2477,30
4269,31749,3294,0
4269,41986,5220,10
4269,32477,1519,0
4269,33885,6234,10
4269,7543,4727,10
4269,35711,1078,20
4269,22178,6856,0
4269,7700,1757,20
4269,42953,8536,0
4269,14981,4118,0
4269,43838,1346,10
4269,45669,2359,10
4269,23428,6216,10
4269,9290,1353,20
4269,20901,7240,0
4269,30417,5921,30
4269,47182,2311,10
4269,18684,3920,20
4269,38672,7170,20
4269,14813,9755,20
4269,23051,2262,20
4269,50691,5356,30
4269,35075,4880,30
4269,6464,3564,20
4269,7399,80,0
4269,25550,619,0
4269,52782,546,20
4269,33126,8701,0
4269,13769,5397,20
4269,1544,8931,30
4269,41286,5708,20
4269,24477,9368,20
4269,13698,8239,30
4269,37366,8865,30
4269,23654,7131,30
4269,10092,1847,20
4269,20289,8565,0
4269,18735,402,20
4269,26417,1067,30
4269,40090,2447,20
4269,43182,2749,20
4269,31603,3601,0
4269,2705,1018,30
4269,36998,4536,0
4269,1546,1875,0
4269,49650,2804,0
4269,15794,465,20
4269,20327,7612,10
4269,23353,1346,20
4269,39690,5191,0
4269,45581,3883,0
4269,14041,8799,30
4269,12594,7075,0
8549,34418,230,30
8549,31627,1619,10
8549,28865,2903,20
8549,19557,9814,0
8549,21031,6976,10
8549,28267,8123,20
8549,28474,935,10
8549,41788,8474,20
8549,7877,5273,10
8549,16047,2181,10
8549,5997,2223,0
8549,19160,513,20
8549,9861,958,30
8549,48824,8678,10
8549,1426,6442,30
8549,33945,2351,10
8549,45299,1961,10
8549,13777,1548,20
8549,45220,2284,0
8549,28313,4903,0
8549,25396,6599,30
8549,29861,8717,20
8549,9349,7937,30
8549,37096,7388,10
8549,30174,2943,10
8549,42200,3570,30
8549,47678,403,0
8549,11211,8525,30
8549,18861,1368,0
8549,22516,1876,20
8549,19746,4714,10
8549,19422,3604,10
8549,3358,1706,30
8549,13576,843,10
8549,46642,6430,10
8549,46874,2670,20
8549,7049,9943,0
8549,38540,9990,10
8549,47591,3948,0
8549,46914,3085,20
8549,52675,1237,20
8549,28152,166,10
8549,11175,5785,20
8549,38519,139,10
8549,27171,369,0
8549,31533,4654,30
8549,10920,3202,30
8549,11124,5459,30
8549,18402,4528,0
8549,45181,4768,30
8549,27199,145,10
8549,9858,7293,30
8549,26796,6579,0
8549,15608,2878,20
8549,9420,917,30
8549,25121,3798,10
8549,1388,4987,10
8549,12733,4104,30
8549,29640,3507,0
8549,33777,8656,20
8549,25006,1546,30
8549,40043,974,20
8549,16281,7302,10
8549,20244,1891,10
8549,31649,9492,20
8549,36168,4136,30
8549,45860,6336,20
8549,24925,508,30
8549,2491,8725,0
8549,27667,2364,10
8549,19633,6094,20
8549,43147,6610,20
8549,34827,8032,10
8549,37220,3715,30
8549,23967,9482,10
8549,3525,5958,30
8549,48053,5705,30
8549,34089,2972,0
8549,15916,6789,10
8549,50498,3954,20
8549,13299,7761,10
8549,44776,4733,0
8549,26865,2117,20
8549,12423,3415,30
8549,9563,9865,0
8549,5240,9819,20
8549,34047,7115,30
8549,17923,5345,0
8549,24509,6981,20
8549,11114,727,10
8549,44938,5600,10
8549,2851,5835,20
8549,20879,6455,20
8549,37960,2276,0
8549,52222,7272,10
8549,25526,2422,30
8549,52080,1395,10
8549,12798,4531,30
8549,13443,8592,20
8549,45610,1014,30
8549,37321,6140,10
8549,11666,2325,0
8549,26791,670,0
8549,31890,5504,10
8549,37542,9633,20
8549,44189,7222,20
8549,52443,6754,10
8549,50682,2082,30
8549,53350,2989,30
8549,19474,8160,20
8549,36463,5817,0
8549,41949,4651,10
8549,25360,6513,10
8549,51504,1689,30
8549,20858,3516,30
8549,36812,5450,10
8549,51783,9042,10
8549,29259,5990,10
8549,22217,8661,0
8549,38740,2775,30
8549,1037,9636,10
8549,49227,1856,10
8549,23202,9982,0
8549,8667,1713,10
8549,35415,4299,0
8549,20423,3570,10
8549,16041,2757,10
8549,38988,7038,0
8549,15634,5962,30
8549,26531,3389,30
8549,24900,8219,20
8549,45034,9423,10
8549,33376,9413,0
8549,38099,1395,30
8549,35058,9794,20
8549,49459,9584,20
8549,33957,5950,10
8549,25896,7495,30
8549,25773,5070,10
8549,48749,620,20
8549,51821,6107,0
8549,10348,625,0
8549,42635,276,0
8549,32585,9138,30
8549,32214,6307,30
8549,2795,5322,30
8549,38608,6834,0
8549,21085,1309,0
8549,30078,3172,0
8549,37790,5122,20
8549,8965,3472,30
8549,11033,7845,30
8549,34900,6218,0
8549,20857,2166,20
8549,34802,3685,20
8549,14538,5728,0
8549,9237,6914,0
8549,18490,9699,20
8549,35139,5726,10
8549,27043,4546,30
8549,46799,6465,30
8549,35435,2001,20
8549,30030,2118,30
8549,3552,5194,20
8549,7292,7211,10
8549,27822,4725,30
8549,29487,6547,0
8549,21227,6615,30
8549,14877,7049,10
8549,21646,9921,10
8549,39411,2616,30
8549,47497,8585,10
8549,4877,5208,30
8549,23003,8433,20
8549,20697,7286,10
8549,44132,6885,20
8549,17661,4517,10
8549,47758,4773,30
8549,8392,4481,30
8549,6747,5082,30
8549,21291,9779,30
8549,42718,8443,30
8549,50694,2267,30
8549,37452,4920,20
8549,28362,8490,0
8549,25474,9831,0
8549,44916,6128,10
8549,31582,1924,10
8549,1533,4635,0
8549,30397,2570,10
8549,2819,8485,0
8549,48805,7790,10
8549,38246,2169,30
8549,2628,8825,0
8549,23686,4407,30
8549,26271,3077,30
8549,48812,8739,30
8549,27468,6342,10
8549,18917,6849,30
8549,40441,5491,0
8549,14879,8570,20
8549,18890,6654,30
8549,28813,3187,0
8549,21406,2682,30
8549,23086,5591,20
8549,2474,2514,10
8549,46053,3800,20
8549,8320,7530,30
8549,37945,4516,30
8549,16069,5595,10
8549,17733,8990,0
8549,35124,105,10
8549,36548,3215,0
8549,49819,1289,30
8549,904,4374,20
8549,10488,8731,20
8549,5849,1619,10
8549,10952,6222,30
8549,13700,2090,0
8549,1421,8748,30
8549,695,3299,30
8549,27697,5005,30
8549,31971,1391,30
8549,42019,603,30
8549,27749,659,20
8549,50379,8406,20
8549,20088,9979,20
8549,49863,3858,0
8549,39599,4927,30
8549,16266,4016,10
8549,46035,4812,10
8549,41800,266,0
8549,30829,1506,10
8549,35444,7641,30
8549,22993,3931,10
8549,39617,9877,10
8549,45443,4514,0
8549,45026,9195,20
8549,37453,3773,0
8549,49259,8969,0
8549,50859,4935,0
8549,11844,2462,10
8549,5754,6154,20
8549,43072,3665,10
8549,22240,9564,30
8549,13829,8298,30
8549,13548,3361,10
8549,43966,2151,10
8549,28378,4090,10
8549,12722,7402,30
8549,21956,9668,20
8549,11933,9214,0
8549,5508,348,20
8549,5187,7461,10
8549,35760,9775,0
8549,39906,9618,20
8549,43969,4370,30
8549,11166,2199,10
8549,39683,1355,0
8549,44192,7967,0
8549,26940,8595,20
8549,24558,1225,10
8549,32121,2932,20
8549,46029,3680,20
8549,5854,2613,20
8549,16046,4905,10
8549,50809,3455,30
8549,28369,3735,10
8549,217,6420,10
8549,38936,4412,0
8549,18799,6910,20
8549,27290,9618,0
8549,725,8027,10
8549,28625,5255,10
8549,37360,8741,0
8549,20426,3382,10
8549,49818,9900,20
8549,31713,7954,10
8549,19539,2225,10
8549,8469,101,20
8549,30304,9138,10
8549,21704,1423,30
8549,36671,251,0
8549,49527,2337,20
8549,37044,5563,10
8549,37613,3787,0
8549,27729,5003,20
8549,32928,2083,20
8549,50360,771,10
8549,40466,2716,30
8549,25672,552,0
8549,4427,3477,0
8549,31335,9758,30
8549,40350,1658,30
8549,5970,2988,30
8549,40385,836,20
8549,21819,1381,0
8549,44676,6052,10
8549,36487,9843,0
8549,46082,9154,10
8549,52139,3385,10
8549,41041,2232,10
8549,3689,6203,20
8549,17056,62,0
8549,48278,8889,20
2836,35496,9057,0
2836,50954,3279,30
2836,33079,1967,0
2836,46263,8319,0
2836,26655,8691,10
2836,1680,7999,30
2836,37199,8656,10
2836,13097,6464,30
2836,40615,3780,10
2836,15644,4584,30
2836,35312,5600,10
2836,52432,6983,20
2836,38506,3703,0
2836,36687,5864,30
2836,16929,410,30
2836,26306,3396,30
2836,25900,2812,20
2836,17987,467,30
2836,47138,6403,0
2836,12893,1344,20
2836,9345,9620,0
2836,19243,8797,20
